,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
13,wish,CLAMP,日本漫画,"爱情,魔法,高清单行",JPG,http://images.dmzj.com/webpic/12/wish2.jpg,《WISH》是一部很温馨的作品。讲述了一位白天是人形到了晚上就变成馒头脸的天使琥珀为了寻找不见的风的天使长来到人间，因为被人搭救而试图报恩的故事。报答救命恩人就成了琥珀未了的心愿，也使琥珀渐渐懂得爱的心痛和幸福。人和天使是无法相恋的，必会遭天谴。当上天允许了琥珀的爱情，她也付出了代价——永远是馒头脸的小人。满以为会开始新的生活，可是男主角突然瘁死，留下孤零零的琥珀和她未了的心愿。还好，这回CLAMP手下留情，让琥珀等到轮回转世终于完成了她的心愿..............................,已完结
14,哨声响起,樋口大辅,日本漫画,"竞技,高清单行",JPG,http://images.dmzj.com/webpic/13/ssxqV2.jpg,"男主角风祭将是很喜爱足球\动的国中学生，他进入足球名校「武藏森学园」就读，他所属的是永远都无法正式上场比赛的第三军。很想踢足球的他，决定转学到樱上水国中。
和常胜军武藏学园比较起来，势力弱不可击的樱上水足球社在地区足球比赛中第一回比赛就输了。
然而风祭将进入樱上水足球社之后，认识了很酷、很有斗志的水野，看起来很粗线条却很亲切、很会照顾别人的Shige，还有担任社团顾问的香取老师、以前是日本联盟选手的松下教练。在这个环境中，作为樱上水足球社社员，大家彼此相互成长，面对各式各样的困难，希望成为一流的足球选手……。
",已完结
15,吸血十字界,木村有里/城平京,日本漫画,魔法,JPG,http://images.dmzj.com/webpic/17/vampire.jpg,"传说吸血鬼女王被封印在一个很大的岛屿上，
因为很久以前，那个女王让自己强大的魔力
失控，差点就毁灭了世界。虽然人们想要杀了
那个女王，可是那女王的实力太强，要封印她就费了九牛二虎之力……

",已完结
16,魔法恋人,吉住涉,日本漫画,"爱情,魔法",JPG,http://images.dmzj.com/webpic/19/ultra.jpg,"立石亚由因为暗恋对象的哲士一句“不苟言笑，很有型呢。”，就此令自己成了连学妹都会红着脸叫一声“亚由学姐”的冷静美少女。就算这样，也不过又是一个普通的不能再普通的女孩子了，可佐仓仁菜出现了，这个“不普通”的女生声称自己是魔法王国前来留学的魔女，不光闯进了亚由的生活还用她的魔法使亚由的爱情之路变得越来越不可捉摸。就此，亚由被迫成了仁菜这个“多啦A梦”身边的“大雄”……
",已完结
17,植木的法则,福地翼,日本漫画,"冒险,热血",JPG,http://images.dmzj.com/webpic/0/ueki.jpg,"火野国中1年级的植木耕助，某天突然得到了“将自己认为是垃圾的东西变成树”的能力，授予他这个能力的是天神候补的天界人小林老师。100名天神候补授予各自选中的中学生以不同的能力，让其战斗，能够选中最强中学生的天神候补就可以成为下届的神。得到了将XX变为OO的能力，一场惊天动地的战斗展开了。
但是这种能力一旦伤害普通的人类,自身拥有的才能就会一点点消失。然而一旦在战斗中胜出的话，就获得任何自己喜欢的能力，即使是再恐怖的能力也有可能……那麽我们的主角植木究竟想获得怎样满足心愿的能力呢？ 
",已完结
18,偷偷爱着你,中条比纱也,日本漫画,"欢乐向,爱情",JPG,http://images.dmzj.com/webpic/1/ttaznV2.jpg,"主要剧情讲女主角瑞希为了见因为看其跳高而一见钟情的的佐野泉，女扮男装进入泉所在的男校就读。并且与泉同一宿舍，结果第二天就被泉发现是女生 (),但泉并没作声，而知道瑞希的真实身份的还有保健室的校医梅田老师（男同性恋）。而同学中津秀一也喜欢上瑞希，因他不知其为女生，还一直以为自己喜欢上男生而苦恼（非常搞笑的一个人物）。
故事就是在这样情形下展开，女扮男装的瑞希面对各种各样的挑战：一开始是得知泉不跳高了，后来是受到欺负，再来是哥哥从美国来看她（瑞希是瞒着她哥进男校的）……",已完结
19,火宵之月,平井摩利,日本漫画,纯爱,JPG,http://images.dmzj.com/webpic/3/tsuki.jpg,故事主要讲述的是镰仓时代野猫（红牙兽）火月与人狐混血阴阳师有匡的爱情历程。火月是有匡小时候曾救助过的一只小猫，后遭有匡叔父拒养被弃，当他们20年后再次见面的时候就是故事的开始！平井大人一上来就让火月开门见山的爱情告白——我想要为你生孩子！（乖乖真是爆直接！）当然有匡马上就回绝了，理由是他无法使男人怀孕！（要不故事怎么发展下去？）其实野猫在未分化前是雌雄同体，而他们见面时正是火月每60年的变化期。这时还有个重要人物加入进来就是火月幼时的玩伴红牙族的——琥龙。至此引开了第一篇章红牙来袭！,已完结
20,天然情人寮,织田绮,日本漫画,"爱情,秀吉",JPG,http://images.dmzj.com/webpic/5/trlover.jpg,"因为天生有着一头自来卷而感到自卑的宁宁，
她的梦想就是与曾帮助过她的男孩小光再度相遇。
没想到愿望真的实现，
而且还跟小光进入同一所全宿制高中就读，
高高兴兴与小光去办理住宿时，
却没想到这间学校的宿舍……！！！

小光因为女装扮相，
而在校园里引起“美少女”骚动！
而且还恶作剧打算戏弄根本不知道神秘美少女就是小光的小希，
但是一切都被宁宁看在眼中，
那两个人的感情越来越好，
难道他们两个……会发展成同志爱吗？？！！~~~",已完结
21,真女神转生战记,牧野修/亚热夏央,日本漫画,魔法,JPG,http://images.dmzj.com/webpic/7/z.nszszj.jpg,"林太郎偶然中得到一张奇怪的游戏牌,这种叫“真.女神转生”的游戏牌可让牌的主人（牌之使者）召唤出牌之世界里的恶魔、天使、精灵,而林太郎得到的“NET WAP”则是召唤之门,是连接人界与牌之世界的接口。同时一个叫“索雷帝亚”的组织也在秘密召集所有的牌之使者,以便打开牌之世界与人界的通道,开创新的世界。为救回被索雷帝亚夺走的千惠的灵魂,林太郎和遇上的浩二、优香两位牌之使者与索雷帝亚对抗。索雷帝亚通过误导大众,假借治疗拥有“恶魔遗传子”的青少年为名,把所有的牌之使者集中到彼岸岛。林太郎和同是牌之使者的贵也行仁来到可凝聚人类之念力的彼岸岛,阻止索雷帝亚的首脑弥勒寺未生将人类世界与牌之世界融合的企图,而“夏福尔”研究所的所长藤开却想趁机一举杀掉所有的牌之使者。为了生存,众人集中力量进行两个世界的融合,开创新的世界....",已完结
22,ToHeart2,きたうみつな,日本漫画,"爱情,后宫",JPG,http://images.dmzj.com/webpic/11/toheart2.jpg,"春色弥漫的林间道中,我们的故事随风飞舞
三月---寒冷的冬天终于过去,万物复苏的季节到来,青梅竹马的我们间,也迎来了一个小小的区别.
像新的季节就将到来一样,曾经认为不可能改变的我们,也开始渐渐变得和过去不同
不仅如此,感觉有一些东西,也随着春天一起来到我们身边.
春天就快到了...
和去年不同的春天...
",已完结
23,天原魔法古董店,阿倍野茶子,日本漫画,"魔法,萌系",JPG,http://images.dmzj.com/webpic/13/tian.jpg,"少年聪太郎在祖母─卡侬经营的不可思议古董店打工。但是初次见面的祖母竟然是个小女孩,而且还是个魔法使！?两人之间有点危险的关系将如何发展呢？充满神秘的古董店奇异却又令人印象深刻的日式奇幻漫画！",已完结
24,天草X,赤石路代,日本漫画,"冒险,历史",JPG,http://images.dmzj.com/webpic/15/tcx.jpg,"2000年，
當時聖法蘭西斯中學國中部的學生會幹部們都已是高中生，
在一次乘船畢業旅行中，
突然天色大變為紅色，
接著發生了地震，
一群夥伴們來到了江戶時代。
而這個時代卻馬上會發生革命戰爭，
誰知道，
本來應該是這次革命的領導者───益田四郎(天草四郎）卻意外生亡了。
而夏月竟被當地居民誤會為天神附體的四郎，
劍術高超的夏月便以四郎之名，
逐漸和革命戰爭扯上關係。
",已完结
25,制服美少年,森生真实（森生まさみ ）,日本漫画,校园,JPG,http://images.dmzj.com/webpic/1/suitboy.jpg,可愛轉學生－小林大和是Ａ班的偶像。當他說：想得到班級競賽的好寶寶獎牌時就不得了了！全班團結面臨運動大會，但比賽中，大和卻遭到綁架… ,已完结
26,神通小侦探QED,加藤元浩,日本漫画,侦探,JPG,http://images.dmzj.com/webpic/3/001shentongxiaozhentan430.jpg,"灯马是麻省理工学院的毕业生，为了体验普通人的高中生活（其实另有原因...）而回到日本进入高中就读。由于灯马天份极高，从小就过着被普通人排斥的生活，与同学也都没有来往，同班的可奈同学连他的名字都不知道。某天，在游戏机厅灯马被可奈救了之后，就被她的热心（多管闲事  ）和善良吸引，从而随之卷入一个个事件当中（不快点把事情解决你是不会让我走的吧！）。每一次，灯马都能轻松地指挥着可奈同学进行调查，而可奈同学也很卖力装扮成各种角色甚至偷看警察的证物，经过严密的推理和数据库般丰富的知识，灯马总能游刃有余地解开谜团。这些谜团并不都是杀人事件，但每个事件都反映了一些值得我们思考的东西。第一集中的「银色的双眼」是描写一代人偶大師所遗留下的人偶像馆里的杀人事件，对人类的欲望与思想有深刻的描述。这是一部集非常具有新鲜感的事件、超强的推理乐趣, 以及知性的娱乐三者于一体的伟大作品, 相信能为读者们活跃的脑细胞帶來无比的推理快感。
",已完结
27,魔法使的条件 太阳与风的坡道,山田典枝/よしづきくみち,日本漫画,"魔法,治愈,高清单行",JPG,http://images.dmzj.com/webpic/4/mfsdtjty.jpg,主角松尾波天生是个魔法使，但是她既不擅长使用也很讨厌魔法。甚至连自己将来要做什么都不知道。某天，一名不可思议的转学生出现在她面前......以充满阳光与风的城市——长崎为舞台，描写活在现代的魔法使少女的心路历程。感觉不错，推荐给大家。有些搞笑！,已完结
28,魔法使的条件,山田典枝/よしづきくみち,日本漫画,"魔法,治愈,高清单行",JPG,http://images.dmzj.com/webpic/5/mfsdtj.jpg,"這是存在於現代的「魔法使」的故事。
18歲的少女．菊池夢為成為國公務員的魔法使，向嚴厲的研修挑戰。
為的是在尚未忘記夢想的你內心深處，開出一朵迎向未來的「希望之花」……
",已完结
29,小小雪精灵糖糖,Bh Show+Clinic,日本漫画,"魔法,治愈",JPG,http://images.dmzj.com/webpic/6/snowsugar.jpg,"你知道吗？在人类的世界有春夏秋冬四季，那全都是妖精世界中的季节精灵做出来的喔！季节精灵包括了让雨飘下的雨精灵、召唤风的风精灵、让太阳闪亮的太阳精灵等， 
　　　精灵们就这样操控着自然而形成季节变换的。为了成为独当一面的季节精灵，小妖精们必须到魔法学校学习各种知识及技巧，最后到人类的世界中，完成最后的修练课程，这样才能从魔法学校毕业 
",已完结
0,神秘国物语,川濑夏菜,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/7/smwy.jpg,顽劣公主的心跳罗曼蒂克…… 以侍女的身份接近向她提亲的王子……,已完结
1,淑女训练班,坂本未来,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/9/shunv.jpg,"玲央是被男友抛弃的高一女生，她为了挽回男友的心而加入由四个大男生所组成的家政社。他们在听到了玲央加入的理由后，决定为她魔鬼训练，使她成为一个样样全能的淑女，但是，在即将完成特训的某一天，玲央却听到前男友的真正心声.......... 
",已完结
2,shuffle,日下皓,日本漫画,后宫,JPG,http://images.dmzj.com/webpic/10/shuffle.jpg,"在遥远的国度中某个小镇里，有一位名叫土见凛的男孩，他的双亲在小时候和邻居芙蓉家的女主人一起在事故中丧生，之后就在芙蓉家里同与自己年纪相仿的芙蓉枫一起长大。由于那时的悲伤回忆，凛一直不愿意看到别人在自己面前流露伤感，而当年的枫则将母亲的死归罪于凛。不过，随着两人的长大，枫对凛的感情逐渐转变成了好感与依赖。在那天，两人住的房子边搬来了两家人，分别是神界的神王家和魔界的魔王家，两家都“恰好”各有一个美丽可爱的女儿——神族的里希亚安萨丝和魔族的涅里涅。就和我们所经常看到的那样，一段纠葛于男孩与女孩之间的复杂恋情开始了……
",已完结
3,双面小魔女,亚月亮,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/11/shuangmian.jpg,"亞梨沙是個個性懦弱的國二女生。只是自從轉學生曉名出現之後，一遇到危險，亞梨沙就會變成超級暴力女，到處去欺負弱小!到底最後結果如何呢?
",已完结
4,神风怪盗贞德,种村有菜,日本漫画,魔法,JPG,http://images.dmzj.com/webpic/12/shenfeng.jpg,"瑪倫是個女高中生，同時也是韻律體操隊的隊員，但其實她是法國中世紀聖女貞德的轉世，藉著準天使芙茵的力量變身怪盜貞德，專門收伏匿藏在圖書裡的惡魔。有一天，瑪倫身邊出現了一位轉學生——名古屋稚空，而這時怪盜仙巴也跟著出現了，並且向貞德提出了挑戰！愛與夢幻的故事隨之展開！
",已完结
5,灼眼的夏娜,高桥弥七郎/笹仓绫人,日本漫画,"冒险,魔法",JPG,http://images.dmzj.com/webpic/13/zhuoyandexiana22222.jpg,某一天在平凡的高中生坂井悠二的身旁，出现了一位名叫“炎发灼眼的追踪者”夏娜的少女，她告诉悠二，说他的生命马上就要结束了——原来在这个世界之外，还有另一个被称作“红世”的世界，那里的人们为了实现他们的野心，将人类身上的世界本源之力“存在之力”陆续夺走。悠二就受害者之一。红世之徒将“存在”夺走之后，为了缓和现实中产生的扭曲，还会留下“Torch（烛火）”作为代替。然后随着时间的推移，“Torch（烛火）”也终将从人们的记忆中淡去。悠二的命运究竟会怎样呢？,已完结
6,Scramble恋曲,中路有纪,日本漫画,爱情,JPG,http://images.dmzj.com/webpic/16/scramble.jpg,"藤也與櫻太這對住在鄰家的孖生兄弟，仍然活力十足地生活著！不過他們戀愛的道路又會怎麽樣呢？在這一卷故事中，阿桐竟然被人擄走，渡邊家與香月家都引起了極大的騷動！到底事情發展下去會怎麽樣呢……。同時收錄描寫阿熏與哲平命中注定的相遇的[嘆息的天使]，實在令人興奮不已。
",已完结
7,圣学园天使,矢泽爱,日本漫画,"爱情,校园,高清单行",JPG,http://images.dmzj.com/webpic/17/schoolangel.jpg,"小翠是个开朗活泼很有人缘的人。她就读一所刚成立的高中，小翠也是候选人之一。在候选者中，有小翠喜欢的人……？在政见发表完，要下台前，竟然在舞台上跌了个大跤！全校学生都看到她的花格子内裤。后来是飞机头帅哥——晃使原本闹哄哄的场面安静下来。结果发表，会长是晃，副会长是小翠。学生会的第一工作是举办校庆。有一天早上，小翠在晃的书包里面，发现了一份要送真琴的生日礼物。晃有女朋友是小翠非常沮丧。但是，能在舞会上，跟晃一起跳舞，就很心满意足了。校庆办得很成功，可是小翠还是很在意真琴的事情。在一个偶然的机会下，她知道晃有个叫小琴的妹妹，小翠这才安心。假日小翠跟晃、小琴三个人去海边玩，她享受着成为晃的女朋友的感觉，可是……
",已完结
8,傀儡师左近,小畑健,日本漫画,"侦探,神鬼",JPG,http://images.dmzj.com/webpic/19/sakon.jpg,"在日本，有一个称之为文乐的戏种。而傀儡戏就是其中之一。而橘　左近就是称之为国宝级文乐艺人橘 左衛門（是这个名字吧）的孙子。可以说，橘家世代就一直演傀儡戏。但左近似乎不想继承家业，想当个侦探？而另一个傀儡戏家族——周防家的衰败，似乎也与橘家有着千丝万缕的关系.......
",已完结
