,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
803,异人族大战x战警,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/15/yirenzudazhanxzhanjing.jpg,"当泰瑞根云雾——异人族超能力的诱发物——被认定对变种人有毒后，资深X战警镭射眼与艾玛·弗洛斯特决定摧毁笼罩全球的泰瑞根云团，尽管他们成功地消灭了其中一片云团，并由此消除了地球上一半的泰瑞根，但当异人族领袖黑蝠王出于报复，在表象上杀死了镭射眼之后，他们的圣战便草草告终了。<br>
在双方都蒙受惨痛损失之后，X战警与异人族的领袖达成了休战协议，允许变种人科学家亨利·麦考伊，即野兽进行研究，以确保两族人民未来的和平。但极少有人能料到艾玛·弗洛斯特竟然还隐藏着一个秘密：死于黑蝠王之手的镭射眼其实只是她制造的一个心灵幻象；而镭射眼真身早已死在了泰瑞根毒性之下，只在死前托付艾玛，变种人类不该如此终结——因此她决定不断前行，直至此愿得偿…",已完结
804,死侍：重返黑暗,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/15/chongfanheian.jpg,2015年的秘密战争大事件中的一个片段揭示了其实死侍才是毒液的第一任宿主，而不是广为人知的蜘蛛侠。而这个新系列讲的就是80年代毒液万念俱灰地在教堂钟楼离开蜘蛛侠之后又再次遇见了死侍，随后发生的一连串故事~,已完结
805,新星v7,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/2/161208nova.jpg,刊号重启的全新新星系列来啦！重启后理查德归来，成为继超人之后的又一本父子刊……画风更是突变得轻松可爱了起来，第一期便是一个没穿裤子撩妹的故事……,已完结
806,现实主义者,阿萨夫·哈努卡,欧美漫画,其他,JPG,http://images.dmzj.com/webpic/12/xianshizhuyizhe.jpg,现实主义者主要是一部自传形式的故事。描述身为一名父亲和丈夫在一个饱受战争蹂躏的国家中抚养和照顾自己的家庭与孩子的难处。作者的叙事技巧十分出色，能够以一幅画完整说出别人整本书想表达的故事。同时画技也十分了得，画面中隐藏着很多幽默的小细节，但又不会给人以凌乱感，往往能以意想不到的手法描绘出一个小故事。作品以一种幽默的的表达手法令读者感受到战争的残酷。作者很喜欢以美丽而无声的插图来展示身处一个受到战火摧残的国家之中所要面对的危险。这部作品恰似一扇明窗，让我们可以透过它来了解以色列这个我们并不熟悉的国家的现实状况，以及中东地区人民的日常生活。,已完结
807,漫威的一年,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/9/manweideyinian.jpg,这本讲述的就是罚叔跟黑帮火拼结果误打误撞来到了老朋友的家中，然后发现啊，这个老朋友战死了，只剩他曾经照顾过的妻子和孩子，然而就在这美好的夜晚，一群不速之客却闯进了家中...,已完结
808,擎天柱,IDW,欧美漫画,"冒险,科幻,机战",JPG,http://images.dmzj.com/webpic/9/qingtianzhu.jpg,从赛博坦人手中拯救人类的唯一方法——就是让赛博坦和地球合二为一，看擎天柱如何将地球带入美丽新纪元，全新的exrid第三季正式开始！,已完结
809,正义联盟大战自杀小队,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/4/zhengyilianmengdazhanzishaxiaodui.jpg,DC宇宙重生以来第一次大事件《正义联盟大战自杀小队》今晚开战！隔壁漫威的异人族大战X战警打得火热，这边的DC也搞起了英雄团体内讧，但事情却并不简单，脑控反骨仔马克西维尔·劳德带着一群沉寂已久的经典反派汹汹而来，而他们的目标竟然是……阿曼达·沃勒？,已完结
810,约拿·海克斯,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/1/yuenahaikesi.jpg,约拿·哈克斯，由于曾与一个印第安部落发生冲突，导致他的右半边脸颊严重损毁。但这丝毫不影响他成为美国西部最一流的赏金猎人。,已完结
811,星期三漫画：绿灯侠,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/0/lvdengxiaduanpianxingqisanmanhua.jpg,绿灯侠短篇漫画。,已完结
812,超人：现实世界,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/13/chaorenxianshishijie.jpg,《现实世界 超人》（Real World SUPERMAN）本来这也不该算是异世界故事，因为主角不是超人，而是个现实世界可能经常会遇到的人，他有一个平凡的开始，一个既平凡又不平凡的结束。超人在这里面就是虚构人物，虽然象征力量和希望，但是却让他的生活一步一步地堕进黑暗。,已完结
813,超级科学怪人,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/8/chaojikexueguairen.jpg,《超级科学怪人》（The Superman Monster）改编自玛丽·雪莱在1818年创作的小说《弗兰肯斯坦——现代普罗米修斯的故事》（又名《科学怪人》）。超人和弗兰肯斯坦一样，都因为自己与普通人不同而遭到社会遗弃和打压。不同于小说的凄凉和讽刺，漫画给出了一个庄重、光明的结局。,已完结
814,超人：南北战争,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/17/cghaorennanbeizhanzheng.jpg,《超人：南北战争》（Superman: A Nation Divided）把故事放在了美国内战时期，引入了大量历史人物和历史事件，但是因为超人的加入，让这段结局既定的历史变得妙趣横生。最后他被送来的真正目的更是本故事的点睛之笔。更加让人脑洞大开的是，最后超人与独行侠产生了联系。,已完结
815,超人之子,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/0/chaorenzhizo.jpg,《超人之子》（Son of Superman），没错，是亲生的，但是这绝不是个父子情深的家庭戏，探讨更多的是反腐、体制还有恐怖主义。路易斯教出来的孩子真是……,已完结
816,新复仇者：家书,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/7/xinfuchouzhejiashu.jpg,"美国队长 罚叔 恶灵骑士 银滑 这几位大佬级超级英雄在别人都回家和自己的家人团聚之时，他们却无家可归，他们打击犯罪，视消灭黑恶势力为己任。这篇便是他们对自己所爱之人发自肺腑的节日祝福...
他们是独行侠，他们即使无家可归，即使不被人爱戴，即使每分每秒都处在死神的镰刀之下，可他们依然将生命与荣耀献给民族，国家，所爱之人，今日如此，日日皆然。",已完结
817,大湖复仇者,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/0/161230lake.jpg,他们是最不像超级英雄的超级英雄团队，他们是杀敌一百自损三千的业余人士，他们也叫复仇者但却跟复仇者没一毛钱关系……他们就是marvel宇宙最最最弱鸡的超级英雄组合——大湖复仇者！,已完结
818,失落之光,IDW,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/3/LL01shiluozhiguang1101.jpg,Comic Alliance 2016最佳科幻漫画《难以置信》改名《失落之光》续写辉煌！ ,已完结
819,想象一下斯坦李的超人,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/1/jislsupermanxxyx112017p0.jpg,想象一下来自斯坦李的超人,已完结
820,神威惊奇队长,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/2/shenweijingqiduizhang.jpg,内战II过后，卡罗尔因创伤后的焦虑而无法入眠，人们对她的崇拜无疑加重了烦扰。巨大的压力与挑战几乎令她不堪重负，她将如何应对？,已完结
821,正义联盟：自由与公正,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/18/zhengyilianmengziyouyugongzheng.jpg,本故事中，正义联盟遭遇了来自外太空的巨大威胁。外星病毒降临在我们的星球，它拥有任何地球生命体都不具有的细胞结构，威胁到所有与之接触的人的生命。这种病毒传播速度极快，在全球引起了连锁性恐慌。很快，联盟成员自身也遭受怀疑---他们是否得为这种外星病毒的蔓延负起责任？……,已完结
822,绿河杀手,Dark Horse Comics,欧美漫画,侦探,JPG,http://images.dmzj.com/webpic/0/lvheshashoufengmianl.jpg,一个真实的刑侦故事,已完结
823,死侍怪鸭,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/3/170105dd.jpg,怪鸭与死侍合体了？哦！见鬼了！！,已完结
824,午夜战士与阿波罗,DC Comics,欧美漫画,"冒险,科幻,纯爱",JPG,http://images.dmzj.com/webpic/18/wuyezhanshiyuaboluo.jpg,官方耽美CP糖中带刀的特刊。,已完结
825,火箭浣熊v3,Marvel Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/12/huojianhuanxiongv3.jpg,火箭浣熊的飞船在内战2中被毁，于是搁浅在了他很讨厌的地球上，与其他银河守护者分道扬镳后，他想方设法离开地球。,已完结
826,蝙蝠侠：跑，谜语人，跑,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/13/00fcbfxmyrpp17.jpg,谜语人从阿卡姆出来后，被布鲁斯·韦恩的“交往对象”唐娜招聘做安保顾问，“还有谁能比罪犯更懂犯罪呢？”。,已完结
827,正义联盟：恐龙战队,DC Comics/boom,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/3/zhengyilianmengkonglongzhandui.jpg,阿尔法五号突然神秘消失，恐龙战队众人外出寻找。扎克率先找到，并将其带回了指挥中心。不曾想这却是乍德的阴谋——这只是一个仿制品，而且是一个炸弹。爆炸的威力洞穿了防御，破坏了传送装置也击伤了扎克。面对强大的乍德，扎克奋不顾身将其传送走，然而自己却来到了一个新的世界。扎克误将蝙蝠侠认作怪物与其交手，赶来的其他队友也加入其中,已完结
828,JLA：一个人的联盟,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/3/yigerendelianmeng.jpg,本组第二本逾百页的图像小说汉化作品！远古巨龙卷土重来，神谕透露正义联盟末日，女侠干翻6名英雄只身一人勇赴黄泉----一切尽在莫勒创作的奇幻巨制“一个人的联盟”！,已完结
829,势不可挡黄蜂女,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/6/shibukedanghuangfengnvfengmianl.jpg,皮姆之女、自幼在“红房子”受训的新任黄蜂女娜迪娅·皮姆迎来首刊！有着阳光般温暖性格的她聪颖过人--“我要位列世上最聪明的人的名单，排在高位，就挨着我爸。”,已完结
830,怪物出笼,Marvel Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/13/guaiwuchulongfengmianl.jpg,少年一笔天地斜，狼虫磨牙豸吮血，天地英雄接踵立，千古一难在此篇! 漫威2017年开年大事件《怪物出笼》正式发布！从天而降的凶神恶兽，史前流传的末世预言，且看英雄们如何遇与这恶鬼一争高下！,已完结
831,假如：托尼·斯塔克变成了秘法大师,Marvel Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/16/jiarutuonisitakebianchenglemifadashi.jpg,"斯蒂芬·斯特兰奇曾是优秀而自大的外科医生，而托尼·斯塔克则是身价亿万的工业家，发明家及花花公子，两个人的命运是如此的相近，却又走上了截然不同的道路。一个因为车祸，双手尽毁，在寻求治疗的途中，习得魔法，从此成为#奇异博士#——魔法的大师。而另一个因为遭绑架，心脏中弹，不得不将胸口改造成反应堆，然后制造盔甲逃脱，从此成为#钢铁侠#——科技的先锋。<b>
但是这本刊却将这两个人的命运结合到了一起，假如那场车祸，是托尼造成，为帮助斯蒂芬治疗双手，托尼毅然踏上学习魔法的道路呢？",已完结
832,夜翼V1,DC Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/11/yeyivyifengmianl.jpg,发行于1995年，《夜翼》个人刊首次登场。 迪克决心回归平常生活，却在脱下制服次日发现父母当年遇害的另一条线索……,已完结
833,美国正义联盟重生：射线,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/7/mgzylmcsshexianfengmianl.jpg,重生one shot的第三本，讲述了同性恋英雄射线的起源，一个关于逃避与勇气，友情与认同的，励志而又温情的故事。,已完结
834,宁静号：眼前身后,Dark Horse Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/14/ningjinghaoyanqianshenghoufengmianl.jpg,马尔等人继续触霉头，宁静号上也并不宁静，同时，蓝手套再度现身……,已完结
835,美漫少女：超级少女部分,DC Comics,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/16/meimanshaonvchaojishaonvbufenfengmianl.jpg,故事发生在一个所有人（除了神奇女侠她男朋友）都娘化了的世界，无论是小丑，布莱尼亚克这样的反派，还是罗宾，闪电侠这样的英雄，在这里都是女孩。,已完结
836,蝙蝠侠：黑暗骑士再袭,DC Comics,欧美漫画,格斗,JPG,http://images.dmzj.com/webpic/13/bianfuxiaheianqishizaixifengmianl.jpg,《蝙蝠侠：黑暗骑士归来》的续作，本作画风特别魔性，剧情特别糟糕，欢迎各位看官进行吐槽。,已完结
837,私家侦探,布莱恩·K·沃恩,欧美漫画,科幻,JPG,http://images.dmzj.com/webpic/8/sijiazhentan.jpg,故事背景设定在2076年，随着“信息云爆炸”事件的发生，所有人的秘密都被公之于众。因此，人们对于个人信息极端重视，并开始在公共场合佩戴面具，以掩饰自己的身份。故事聚焦于一名专门调查他人信息的无证“狗仔”，以及他所卷入的神秘事件。,已完结
838,美国正义联盟重生：冰霜杀手,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/1/meiguozhengyilianmengchongshengbingshuangshashou.jpg,重生系列短篇的最后一本，画风超美的冰霜杀手发布啦。本期故事发生在正义联盟大战自杀小队结束，凯瑟琳从与老爷牵手成功之间发生的故事。,已完结
839,外星人大战僵尸,zenescope,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/15/waixingrendazhanjiangshi.jpg,zenescope出品美漫！当携带僵尸病毒的流星撞击地球时，人类物种濒临灭绝。而人类的最后的希望，是乘坐宇宙飞船从天而降的几位追踪星际病毒的外星科学家。当人类必须与外星人一起在满是行尸走肉的末世中生存时，会发生什么呢？看图！,已完结
840,猫女 竞选之夜,DC Comics,欧美漫画,冒险,JPG,http://images.dmzj.com/webpic/14/252017CatwomanElectionNigh.jpg,哥谭迎来了市长竞选运动，参选者有两位，其中一位竟是声名狼藉的罪犯企鹅。他宣称当选后将拆除大量的房屋并建造围墙，为阻止儿时所住的少女之家被拆毁，故事主角猫女对企鹅的阴谋展开调查......,已完结
841,超凡双子,DC Comics,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/6/170216supersons1.jpg,新鲜烫手的双子刊终于开始连载啦！第一期爆点是在太多，无法一一道来——有变装，有夜袭，有傲娇，有光头（？），总之就是一句话：看小乔如何被米总一路带坏。闲话不多请大家尽情享受吧，注意不要被萌到意识模糊哦！,已完结
842,变形金刚：日月换新天,IDW,欧美漫画,"冒险,科幻",JPG,http://images.dmzj.com/webpic/6/bianxingjingangriyuehuanxintian.jpg,杯子、雷霆英雄、君权、特种部队再次对战拟态幽鬼，而这一次他们的运气又会如何？——斗转星移事件风云再起，白幽灵、钢铁之心、冲云霄…敬请期待！,已完结
