0,标题,作者,封面,内容简介,是否完结,最新章节,漫画页地址
127,折纸战士F,周显宗 ,https://mhfm4tel.cdndm5.com/38/37196/20170630102604_180x240_17.jpg,欢迎观看折纸战士F漫画：折纸战士f是唯一拥有双重兽人基因...,完结,新折纸宝典 独角飞龙 ,https://www.dm5.com/manhua-zhezhizhanshi-f/
128,神武纪Ⅱ,马荣成 ,https://mhfm5tel.cdndm5.com/4/3499/20141104134806_180x240_35.jpg,神武纪Ⅱ漫画 ，神武纪Ⅱ,完结,第14回 ,https://www.dm5.com/manhua-shenwuji2/
129,超人迪加,邱福龙 ,https://mhfm9tel.cdndm5.com/4/3488/20141031155653_180x240_20.jpg,超人迪加漫画 ，以前旧系列中，奥特曼战士都是来自外星球的...,完结,第10回 ,https://www.dm5.com/manhua-chaorendijia/
130,神兵前传3,黄玉郎 ,https://mhfm8tel.cdndm5.com/4/3802/3802.jpg,神兵前传系列3！自百多年前天神兵与魔兵湮没，圣盟绿护至邪...,完结,第24回 ,https://www.dm5.com/manhua-shenbingqianchuan-3/
131,神兵前传2,黄玉郎 ,https://mhfm5tel.cdndm5.com/3/2157/2157.jpg,新一辑的故事，环绕天竺婆罗门所发生，一个神之国度，有着...,完结,第24卷 ,https://www.dm5.com/manhua-shenbingqianchuan-2/
132,王小龙传--新龙虎门前传,黄玉郎 ,https://mhfm1tel.cdndm5.com/5/4126/4126.jpg,"《王小龍傳》部份人物介紹: *劍痴(連戰,髮型類似宇內雙痴) ...",完结,第20卷 ,https://www.dm5.com/manhua-wangxiaolongchuan-xinlonghumenqianchuan/
135,神兵前传4,黄玉郎 ,https://mhfm8tel.cdndm5.com/4/3803/3803.jpg,"神兵前传4-玄天邪帝 万年一度的六阴凶元,一丝魔气逃出天网,...",完结,第15回 ,https://www.dm5.com/manhua-shenbingqianchuan-4/
138,龙族,蔡景东 ,https://mhfm7tel.cdndm5.com/4/3937/20141105163357_180x240_25.jpg,龙族漫画 ，龙族,完结,第5回 ,https://www.dm5.com/manhua-longzu/
139,东英耀扬,胡达泉 ,https://mhfm4tel.cdndm5.com/20/19671/20151013154951_180x240_21.jpg,"中漫版 
图片维度980",完结,第15回 ,https://www.dm5.com/manhua-dongyingyaoyang/
141,创世神兵,黄玉郎 ,https://mhfm7tel.cdndm5.com/4/3697/3697.jpg,07盛夏，香港漫画教父黄玉郎倾力原创的惊世大作！开辟全新...,完结,第40卷 ,https://www.dm5.com/manhua-chuangshishenbing/
142,天煞狂刀,温日良 ,https://mhfm9tel.cdndm5.com/4/3468/3468_b.jpg,"天煞狂刀漫画 ，在我这一生当中,我最重视的就是道义,但我偏...",完结,第48回 ,https://www.dm5.com/manhua-tianshakuangdao/
145,三国无双,许景琛 ,https://mhfm4tel.cdndm5.com/3/2606/2606_b.jpg,吕布，字奉先，三国第一猛将，人称“人中吕布，马中赤兔”...,完结,第7卷 ,https://www.dm5.com/manhua-sanguowushuang/
148,海虎无限+武神凶兽,温日良 ,https://mhfm2tel.cdndm5.com/13/12977/12977_b.jpg,海虎无限\武神凶兽联合创刊号，欢迎在线观看！,完结,第48回 ,https://www.dm5.com/manhua-haihuwuxian-wushenxiongshou/
150,一零八,司徒剑侨 ,https://mhfm9tel.cdndm5.com/16/15176/15176_b.jpg,《浪客一零八》讲述一群空有大志和本领的奇人异士，因为时...,完结,第20-21回 ,https://www.dm5.com/manhua-yilingba/
153,神州奇侠,冯志明 ,https://mhfm6tel.cdndm5.com/5/4907/20141107154333_180x240_21.jpg,神州奇侠漫画 ，主人公萧秋水长歌争气，义薄云天，喜结...,完结,第32回 ,https://www.dm5.com/manhua-shenzhouqixia/
155,电影龙虎门,黄玉郎 ,https://mhfm3tel.cdndm5.com/4/3595/3595.jpg,故事讲的是王小虎、王小龙、石黑龙三个年轻人创办拳馆，有...,完结,第18回 ,https://www.dm5.com/manhua-dianyinglonghumen/
156,东方不败,邱福龙 ,https://mhfm7tel.cdndm5.com/4/3735/3735_b.jpg,东方不败漫画，邱福龙的经典巨作！！！欢迎在线观看！,完结,第52回 ,https://www.dm5.com/manhua-dongfangbubai/
157,秦始皇,邱瑞新 ,https://mhfm4tel.cdndm5.com/8/7760/7760.jpg,邱瑞新最新作品，以港漫角度书写《秦始皇》一统六国之外的...,完结,第13回 勇者无惧,https://www.dm5.com/manhua-qinshihuang/
158,妖鬼极道传,阿维  ,https://mhfm6tel.cdndm5.com/56/55247/20191126144910_180x240_25.jpg,为了重回继承人之位，伊芒决定出发到西国鬼界。,完结,第1卷 ,https://www.dm5.com/manhua-yaoguijidaozhuan/
159,老夫子水浒传,王泽 ,https://mhfm7tel.cdndm5.com/8/7968/7968.jpg,老夫子水浒传以前的经典港漫,完结,第4卷 ,https://www.dm5.com/manhua-laofuzishuihuzhuan/
160,如月车站,郑健和 ,https://mhfm1tel.cdndm5.com/23/22323/20160323112502_180x240_23.jpg,《如月车站》漫画郑健和新著,完结,第3卷 ,https://www.dm5.com/manhua-ruyuechezhan/
161,龙虎五世第三部,黄玉郎 ,https://mhfm2tel.cdndm5.com/4/3239/3239_b.jpg,龙虎五世第三部漫画 ，六千五百万年以前，主宰着世界的是各...,完结,第38卷 ,https://www.dm5.com/manhua-longhuwushidisanbu/
162,刀剑笑狂沙,冯志明 ,https://mhfm1tel.cdndm5.com/4/3439/3439_b.jpg,刀剑笑狂沙漫画 ，横小弟之子横祸，见先祖几乎代代是大侠，...,完结,第120回 ,https://www.dm5.com/manhua-daojianxiaokuangsha/
163,仙剑奇侠传,易水翔麟 ,https://mhfm8tel.cdndm5.com/2/1318/1318.jpg,根据当年曾感动整个华语圈的经典电脑游戏《仙剑奇侠传》改...,完结,第9卷 ,https://www.dm5.com/manhua-xianjianqixiachuan/
164,古龙豪侠传,许景深 ,https://mhfm2tel.cdndm5.com/3/2465/2465_b.jpg,古龙豪侠传漫画 ，又是一套号称“投资百万”的作品！在“买...,完结,第21-30卷 ,https://www.dm5.com/manhua-gulonghaoxiachuan/
165,雪山飞狐,马荣成 ,https://mhfm1tel.cdndm5.com/4/3445/3445_b.jpg,雪山飞狐漫画 ，末清初，李自成兵败九宫山。为图东山再起，...,完结,第20回 ,https://www.dm5.com/manhua-xueshanfeihu/
166,街霸4,许景琛 ,https://mhfm1tel.cdndm5.com/7/6163/6163.jpg,"赤目司令把所有生物的力量数据收集,开发出一式威力巨大的招...",完结,第15回 ,https://www.dm5.com/manhua-jieba-4/
167,凶兽狂刀,海洋二号 ,https://mhfm4tel.cdndm5.com/4/3436/3436.jpg,,完结,第36回 ,https://www.dm5.com/manhua-xiongshoukuangdao/
168,拳斗,叶明发 ,https://mhfm1tel.cdndm5.com/4/3493/20141031163918_180x240_33.jpg,拳斗漫画 ，拳斗,完结,第41回 ,https://www.dm5.com/manhua-quandou/
169,三国神兵,叶明发 ,https://mhfm5tel.cdndm5.com/6/5774/5774.jpg,"天下大势,分久必合,合久必发,周朝未年七国纷争,最后秦国一...",完结,第25回 ,https://www.dm5.com/manhua-sanguoshenbing/
170,说英雄谁是英雄,叶明发 ,https://mhfm3tel.cdndm5.com/4/3462/3462_b.jpg,说英雄谁是英雄漫画 ，王小石是一个平凡的人，当他在金风细...,完结,第16回 ,https://www.dm5.com/manhua-shuoyingxiongshuishiyingxiong/
171,陆小凤,蔡景东 ,https://mhfm5tel.cdndm5.com/4/3557/3557.jpg,武林世界中的大侦探，著名的「四道眉毛」是其外形特征。机...,完结,第23回 ,https://www.dm5.com/manhua-luxiaofeng/
173,鹿鼎记,林政德 ,https://mhfm2tel.cdndm5.com/2/1523/1523_b.jpg,鹿鼎记漫画 ，《鹿鼎记》小说名字的含义为：“逐鹿中原、问...,完结,第26卷 ,https://www.dm5.com/manhua-ludingji1523/
174,水浒传,梁伟家 ,https://mhfm9tel.cdndm5.com/8/7828/7828.jpg,洪太尉误放妖魔:北宋仁宗嘉祜三年（1059）春，天下瘟疫盛行...,完结,第5卷 ,https://www.dm5.com/manhua-shuihuzhuan/
175,蜀山剑侠传,许景琛 ,https://mhfm5tel.cdndm5.com/4/3882/20141105161420_180x240_32.jpg,蜀山剑侠传漫画.蜀山剑侠传,完结,第24回 ,https://www.dm5.com/manhua-shushanjianxiachuan/
176,神兵前传5,黄玉郎 ,https://mhfm7tel.cdndm5.com/4/3804/3804.jpg,"神兵前传系列5！
铁心因故失踪，下落不明？！
问天与太平...",完结,第8回 ,https://www.dm5.com/manhua-shenbingqianchuan-5/
179,刀剑笑,刘定坚 ,https://mhfm1tel.cdndm5.com/4/3471/3471.jpg,,完结,第8回 ,https://www.dm5.com/manhua-daojianxiao/
180,新四大名捕,司徒剑桥 ,https://mhfm1tel.cdndm5.com/14/13895/13895_b.jpg,新四大名捕，司徒剑桥，温瑞安，一漫年出版有限公司2013年...,完结,第8回 四大名捕斗将军,https://www.dm5.com/manhua-xinsidamingbu/
181,真命天子,赖有贤 ,https://mhfm2tel.cdndm5.com/4/3573/3573.jpg,"居于太乙山云仙居的世外高人太乙真人忧心天下,命二名爱徒算...",完结,第16卷 ,https://www.dm5.com/manhua-zhenmingtianzi/
182,魔神传III,郑健和 ,https://mhfm6tel.cdndm5.com/1/679/679.jpg,玄武！战国时代，一位风云大将，纵横天下，无人不畏惧。然...,完结,第33卷 ,https://www.dm5.com/manhua-moshenchuan-iii/
183,拳皇新传,永仁 ,https://mhfm1tel.cdndm5.com/3/2041/2041.jpg,『越是接近，越是難掩心情的痛苦。』 一名紅色頭髮，紅色的...,完结,第8卷 ,https://www.dm5.com/manhua-quanhuangxinchuan-kof-xinchuan/
184,X暴族I,冯志明 ,https://mhfm6tel.cdndm5.com/4/3069/3069_b.jpg,"X暴族I漫画 ，在世纪末的舞台上,人类的命运和世界的存亡将...",完结,第64-69卷 ,https://www.dm5.com/manhua-x-baozu-i/
185,诸葛孔明,李志清 ,https://mhfm3tel.cdndm5.com/4/3860/3860_b.jpg,青山依旧在几度夕阳红...白发渔樵江渚上...惯看秋月春风......,完结,第13卷 ,https://www.dm5.com/manhua-zhugekongming/
186,龙神首部曲,邱福龙 ,https://mhfm2tel.cdndm5.com/4/3425/3425_b.jpg,龙神首部曲漫画 ，公元前某一远古被遗忘了的年份里。一望无...,完结,第4卷 ,https://www.dm5.com/manhua-longshenshoubuqu/
187,少年刀剑笑,冯志明 ,https://mhfm9tel.cdndm5.com/4/3470/20141031143400_180x240_25.jpg,少年刀剑笑漫画 ，刀.剑.笑创作至今，已十多年的历史了，而...,完结,第64回 ,https://www.dm5.com/manhua-shaoniandaojianxiao/
188,武神108,温日良 ,https://mhfm4tel.cdndm5.com/7/6792/6792.jpg,2023年，人类没事干就核武射着玩。地球在100年内人口数量少...,完结,第26回 ,https://www.dm5.com/manhua-wushen-108/
191,龙抬头,袁家宝 ,https://mhfm7tel.cdndm5.com/12/11453/11453_b.jpg,我叫龙战，名字是我大伯在我们五堂兄弟年幼时，拜托一名命...,完结,第8回 真·进化燃烧,https://www.dm5.com/manhua-longtaitou/
192,大灾难师,一锋 ,https://mhfm8tel.cdndm5.com/46/45115/20181115080432_180x240_26.jpg,香港，即将面临一场突如其来的灾难,完结,第31回 最强的风（下）,https://www.dm5.com/manhua-dazainanshi/
194,神兵大帝,宝乐天尊 ,https://mhfm7tel.cdndm5.com/8/7040/20160901150111_180x240_26.jpg,黄玉郎神兵玄奇系列最新作品喜欢神兵玄奇的朋友不要错过！...,完结,第12回 ,https://www.dm5.com/manhua-shenbingdadi/
195,大霹雳,郑问 ,https://mhfm1tel.cdndm5.com/1/224/224.jpg,"大霹雳是一个神话故事,关于人、神与魔或正与邪相争的桥段。...",完结,第12卷 ,https://www.dm5.com/manhua-dapili/
196,战谱,邝彬强 ,https://mhfm9tel.cdndm5.com/18/17588/20150407165705_180x240_23.jpg,兰陵王漫画：公元前十二世纪，姜子牙请天将助周武王姬发讨...,完结,第20回 主宰天下,https://www.dm5.com/manhua-zhanpu/
197,精武门,任红 ,https://mhfm6tel.cdndm5.com/5/4675/4675_b.jpg,精武门漫画 ，来自异界的段大郎其实是异界皇族的遗孤。某天...,完结,第5卷 ,https://www.dm5.com/manhua-jingwumen4675/
198,封神,蔡景东 ,https://mhfm5tel.cdndm5.com/4/3438/3438_b.jpg,封神漫画 ， 神与魔的奥秘，千百年来皆成为无数学者研究探...,完结,第55回 ,https://www.dm5.com/manhua-fengshen/
199,你遇到的妖怪都是我,万画筒漫画 ,https://mhfm2tel.cdndm5.com/37/36176/20180719171201_180x240.jpg,【万画筒漫画出品】【每周四更新】立志从NPC转正成为公司游...,完结,第23回 ,https://www.dm5.com/manhua-niyudaodeyaoguaidushiwo/
201,风云2电影漫画版,马荣成 ,https://mhfm8tel.cdndm5.com/7/6708/20160902152745_180x240_21.jpg,"风云Ⅱ电影漫画 
第001回-万剑归宗(创刊号) 
风云2电影漫...",完结,第5回 ,https://www.dm5.com/manhua-fengyun-2-dianyingmanhuaban/
202,赤柱饭堂,邓志辉绘画.温日良主编 ,https://mhfm8tel.cdndm5.com/1/134/134.jpg,一個內裡存在無數強人高手，和一些被挑選過的人可以享用一...,完结,第25卷 ,https://www.dm5.com/manhua-chizhufantang/
203,天煞狂刀第二章,海洋二号 ,https://mhfm6tel.cdndm5.com/2/1642/1642_b.jpg,天煞狂刀第二章漫画 ，武林就是一个变换无常，能者倍出之地...,完结,第24卷 ,https://www.dm5.com/manhua-tianshakuangdaodierzhang/
204,新著龙虎门外传,黄玉郎 ,https://mhfm7tel.cdndm5.com/6/5219/5219.jpg,,完结,第1卷 ,https://www.dm5.com/manhua-xinzhulonghumenwaichuan/
206,红太阳,邱瑞新 ,https://mhfm6tel.cdndm5.com/11/10355/10355_b.jpg,典型香港江湖格斗漫画,完结,第34回 ,https://www.dm5.com/manhua-hongtaiyang/
207,神掌龙九州,牛佬 ,https://mhfm1tel.cdndm5.com/9/8174/8174.jpg,风雨雷电惊大地，如来神掌震九州！十八年前，龙剑飞于被天...,完结,第10回 同归于尽,https://www.dm5.com/manhua-shenzhanglongjiuzhou/
208,野狼与玛莉,郑健和 ,https://mhfm8tel.cdndm5.com/9/8004/8004.jpg,张建禾不小心杀了自己的好友成俊，害怕坐牢，又怕自己的雏...,完结,第3回 两个只能活一个,https://www.dm5.com/manhua-yelangyumali/
209,拳道,司徒剑桥 ,https://mhfm1tel.cdndm5.com/14/13056/13056_b.jpg,拳道漫画，司徒剑桥2013年作品，背景是上世纪70年代香港，...,完结,第12回 约誓一战,https://www.dm5.com/manhua-quandao/
211,风雷1,温日良 ,https://mhfm3tel.cdndm5.com/4/3800/3800.jpg,温日良经典作品！世纪末日如期而至，世界随着核子战争而终...,完结,第40回 ,https://www.dm5.com/manhua-fenglei-1/
212,叶问前传,牛佬 ,https://mhfm8tel.cdndm5.com/8/7046/20160831134528_180x240_22.jpg,叶问前传漫画改编自目前正在拍摄制作的同名电影，预计2010...,完结,第20回 ,https://www.dm5.com/manhua-yewenqianzhuan/
213,神之领域,司徒剑桥 ,https://mhfm2tel.cdndm5.com/5/4791/4791.jpg,每个人生下来便有其个人独特的「生命密码」。它主宰你的平...,完结,第37回 ,https://www.dm5.com/manhua-shenzhilingyu/
214,生化危机ZERO,许景琛 ,https://mhfm8tel.cdndm5.com/3/2555/2555_b.jpg,CAPCOM授权的正统生化系列故事漫画，玉郎集团的漫画风格与...,完结,第6卷 ,https://www.dm5.com/manhua-shenghuaweiji-zero/
215,大侠传奇,冯志明 ,https://mhfm2tel.cdndm5.com/7/6674/6674_b.jpg,大侠传奇漫画故事讲述的是在六年前，峨嵋金顶。一场震惊武...,完结,第52回 ,https://www.dm5.com/manhua-daxiachuanqi/
217,幻城,司徒剑桥 ,https://mhfm8tel.cdndm5.com/9/8043/8043.jpg,郭敬明小说改编漫画。卡索和樱空释，玄幻地拥立在漫天飞舞...,完结,第16回 绝强相遇.忘情一战,https://www.dm5.com/manhua-huancheng/
218,医院恐怖故事,爻乂 ,https://mhfm1tel.cdndm5.com/20/19453/20150906162243_180x240_28.jpg,这是一个正在发生的恐怖故事，而你也有可能成为故事里的其...,完结,第1回 ,https://www.dm5.com/manhua-yiyuankongbugushi/
219,中华英雄外传,叶明发 ,https://mhfm6tel.cdndm5.com/5/4932/4932.jpg,"华英雄命犯天煞孤星,父母为土豪恶霸所害,他带着家传之宝「...",完结,第16卷 ,https://www.dm5.com/manhua-zhonghuayingxiongwaichuan/
220,天蚕变,建君 ,https://mhfm3tel.cdndm5.com/11/10812/10812_b.jpg,云飞扬来历鲜为人知道，他虽与武当派掌门青松有一段不段不...,完结,第21回 ,https://www.dm5.com/manhua-tiancanbian/
221,街霸vs拳皇外传,许景琛 ,https://mhfm9tel.cdndm5.com/6/5639/5639.jpg,虽名为拳皇VS街霸，但实是SNK VS CAPCOM的漫画版，囊括街霸...,完结,第4卷 ,https://www.dm5.com/manhua-jieba-vs-quanhuangwaizhuan/
223,神王,马荣成 ,https://mhfm6tel.cdndm5.com/4/3730/20141104160246_180x240_18.jpg,"神王漫画 ，许久以前,星空之下有一个传说,有人说地球上的海...",完结,第9回 ,https://www.dm5.com/manhua-shenwang/
224,立花正仁,伦裕国 ,https://mhfm3tel.cdndm5.com/8/7837/7837.jpg,古惑仔系列虚构人物，人气比古惑仔系列主角陈浩南还高。为...,完结,第30回 ,https://www.dm5.com/manhua-lihuazhengren/
225,刀剑新传,永仁 ,https://mhfm8tel.cdndm5.com/4/3418/3418_b.jpg,刀剑新传漫画 ，超越当年创作《中华英雄》时的22万本销量！...,完结,第37卷 ,https://www.dm5.com/manhua-daojianxinchuan/
226,太子,牛佬 ,https://mhfm8tel.cdndm5.com/6/5610/5610_b.jpg,"牛佬监制,吴兆铭主编 . 继之后 牛佬 又一部香港热血漫画 .",完结,第9回 太子的遗憾,https://www.dm5.com/manhua-taizi/
227,红棍王,邱瑞新 ,https://mhfm5tel.cdndm5.com/5/4870/20141107152259_180x240_22.jpg,"红棍王漫画 ，和古惑仔一样,很不良,很热血",完结,第11回 ,https://www.dm5.com/manhua-honggunwang/
228,神王2,马荣成 ,https://mhfm8tel.cdndm5.com/12/11274/11274_b.jpg,神王2,完结,第9回 神的时代,https://www.dm5.com/manhua-shenwang-2/
229,岳飞列传,许景琛 ,https://mhfm5tel.cdndm5.com/5/4204/4204_b.jpg,"关于南宋爱国名将岳飞被冤杀的原因,一般都认为是他力主抗金...",完结,第10卷 ,https://www.dm5.com/manhua-yuefeiliechuan/
231,天使迷梦,游素兰 ,https://mhfm6tel.cdndm5.com/2/1646/1646_b.jpg,回声是一个害羞的女生，一天，她和3位好友慕名去了一家神秘...,完结,第6卷 ,https://www.dm5.com/manhua-tianshimimeng/
233,霹雳狂龙,黄玉郎 ,https://mhfm3tel.cdndm5.com/4/3232/3232.jpg,画一开始介绍“霹雳门”及“修罗道”。大反派“修罗邪神”...,完结,第12卷 ,https://www.dm5.com/manhua-pilikuanglong/
234,魔神传I,郑健和 ,https://mhfm9tel.cdndm5.com/1/677/677.jpg,"故事讲述在战国时期,也就是两千三百年前,周室黯弱,各诸侯国...",完结,第3卷 ,https://www.dm5.com/manhua-moshenchuan-i/
235,人肉火腿,漫君 ,https://mhfm8tel.cdndm5.com/7/6995/6995.jpg,出版年份：六十年代或七十年代初出版商：胜利图书公司编绘...,完结,第1回 ,https://www.dm5.com/manhua-renrouhuotui/
237,香港10大奇案,钟国光 ,https://mhfm7tel.cdndm5.com/4/3873/3873_b.jpg,香港10大奇案漫画 ，香港十大奇案，因为是真事，所以有点恐...,完结,第4回 ,https://www.dm5.com/manhua-xianggang-10-daqian/
238,灵狐高校异闻,神居动漫 ,https://mhfm1tel.cdndm5.com/32/31238/20180719170620_180x240.jpg,一号平行世界“幻方”，本来是个平凡的混沌世界。在由七位...,完结,第26回 鬼娃（2）,https://www.dm5.com/manhua-linghugaoxiaoyiwen/
241,魔武渡,邝彬强 ,https://mhfm2tel.cdndm5.com/16/15870/15870_b.jpg,魔武渡漫画 ， 魔武渡漫画简介：邝彬强继又一武侠动作题材...,完结,第22回 最终回,https://www.dm5.com/manhua-mowudu/
244,天界无限2,黄展鸣 ,https://mhfm8tel.cdndm5.com/22/21050/20151125140522_180x240_22.jpg,《天界无限》是一部想象空间无限大的玄幻武侠剧作，书名含...,完结,第40卷 ,https://www.dm5.com/manhua-tianjiemoxian-2/
245,新著如来神掌,梁伟杰 ,https://mhfm3tel.cdndm5.com/4/3427/3427.jpg,"如来神掌来了,由古惑仔的作者牛佬操刀,时间跳转到清朝光绪...",完结,第8卷 ,https://www.dm5.com/manhua-xinzhurulaishenzhang/
246,西游战记,永仁 ,https://mhfm4tel.cdndm5.com/7/6577/6577_b.jpg,孙悟空—三大守护圣兽中最被大众传颂者，悟空原来是普提老...,完结,第4回 ,https://www.dm5.com/manhua-xiyouzhanji/
247,老夫子之水虎传,王泽 ,https://mhfm6tel.cdndm5.com/8/7657/7657_b.jpg,老夫子为一名科学家，在家中发明了一部时光机，于是邀请好...,完结,第1卷 ,https://www.dm5.com/manhua-laofuzizhishuihuzhuan/
248,天下无敌,胡绍权 ,https://mhfm9tel.cdndm5.com/15/14059/14059_b.jpg,天下无敌，胡绍权，武侠格斗。,完结,第16回 最终话,https://www.dm5.com/manhua-tianxiawudi1/
249,轩辕剑,蔡景东 ,https://mhfm7tel.cdndm5.com/2/1351/1351.jpg,女娲以五彩石的精华，赋予地心奇铁身上，为黄帝铸出一把绝...,完结,第18卷 ,https://www.dm5.com/manhua-xuanyuanjian/
251,功夫家族,TY. ,https://mhfm3tel.cdndm5.com/32/31205/20180613120058_180x240.jpg,谁说现代就没有武林？我们就不在江湖中呢？张天昊是武林至...,完结,外传：2 夜空的笑脸,https://www.dm5.com/manhua-gongfujiazu/
252,侍魂天草降临,陈伟文 ,https://mhfm9tel.cdndm5.com/4/3779/3779.jpg,"人称为“鬼”的壬无月·斩红郎站在大道上,他要让尸体堆满眼...",完结,第22回 ,https://www.dm5.com/manhua-shihuntiancaojianglin/
253,龙少年,永仁 ,https://mhfm9tel.cdndm5.com/4/3824/3824.jpg,宇宙，浩瀚庞大，包含着无限的一切，相比起来地球是何等的...,完结,第59回 ,https://www.dm5.com/manhua-longshaonian/
255,蝎王,许景琛 ,https://mhfm5tel.cdndm5.com/4/3871/3871_b.jpg,蝎王漫画 ，依旧是生化变身人的故事! 欢迎在线观看！,完结,第52回 ,https://www.dm5.com/manhua-xiewang/
257,李小龙·截拳,曹志豪 ,https://mhfm2tel.cdndm5.com/17/16211/16211_b.jpg,李小龙·截拳漫画 ，李小龙·截拳漫画：李小龙·截拳漫画：继...,完结,第12回 ,https://www.dm5.com/manhua-lixiaolong-jiequan/
258,四大名捕,冯志明 ,https://mhfm7tel.cdndm5.com/10/9699/9699.jpg,"人在江湖,把生命都押在刀口上…当今天遇上这柄刀…夺人所爱...",完结,第8回 最终回,https://www.dm5.com/manhua-sidamingbu-2012/
259,邪神,曹志豪 ,https://mhfm5tel.cdndm5.com/3/2330/2330_b.jpg,邪神漫画 ，当年，我出道不久，江湖中人，便替我取了一个外...,完结,第20卷 ,https://www.dm5.com/manhua-xieshen/
260,孔雀明王,叶明发 ,https://mhfm2tel.cdndm5.com/4/3568/3568.jpg,这是历史上一个最黑暗的时代……正邪不分，魔道横行！人类...,完结,第5回 ,https://www.dm5.com/manhua-kongquemingwang/
261,风流,叶明发 ,https://mhfm6tel.cdndm5.com/10/9816/9816.jpg,1.这个世界有五大杀手组织，「零」就是当中最庞大的，而「...,完结,第8回 ,https://www.dm5.com/manhua-fengliu/
263,黑漫画,Dicky Lam ,https://mhfm1tel.cdndm5.com/20/19489/20150911111655_180x240_17.jpg,《黑漫画2嘩鬼大联盟》大家好！好高兴《黑漫画》同大家见面...,完结,第4回 ,https://www.dm5.com/manhua-heimanhua/
265,雷火洪步,温日良 ,https://mhfm2tel.cdndm5.com/1/826/826.jpg,香港赤柱监狱发展重建完成，成为南中国最大的最重犯和死囚...,完结,第25卷 ,https://www.dm5.com/manhua-leihuohongbu/
266,水浒战魂,叶明发 ,https://mhfm4tel.cdndm5.com/2/1107/1107.jpg,"在东京,除了不是老虎的雷老虎,居然有一个如假包换的豹子头?...",完结,第21回 ,https://www.dm5.com/manhua-shuihuzhanhun/
267,海虎 The beginning,温日良 ,https://mhfm4tel.cdndm5.com/16/15650/15650_b.jpg,"本漫画为《海虎》漫画美版单行本（The beginning）,将作为...",完结,第1回 ,https://www.dm5.com/manhua-haihu-the-beginning/
268,倾国怨伶,游素兰 ,https://mhfm2tel.cdndm5.com/2/1019/1019_b.jpg,远古时，神祗为了支撑天地打造了镇邪七镜，每一面镜子都代...,完结,第4卷 ,https://www.dm5.com/manhua-qingguoyuanling/
269,海虎2.5 末世曙光,温日良 ,https://mhfm2tel.cdndm5.com/19/18576/20150608153642_180x240_21.jpg,海虎2.5末世曙光漫画：今晚升起的明月特别怪异…满着温柔和...,完结,第3回 ,https://www.dm5.com/manhua-haihu-2-5-moshishuguang/
270,武霸三国,永仁 ,https://mhfm4tel.cdndm5.com/6/5543/5543_b.jpg,一部中国历史上充斥着战争，死亡，和屠杀，历经改朝换代的...,完结,第12回 ,https://www.dm5.com/manhua-wubasanguo/
271,波动拳Z,司徒剑侨 ,https://mhfm9tel.cdndm5.com/18/17226/20150115153046_180x240_21.jpg,波动拳Z漫画 ，天地初开，混沌洪荒。传说，造物主依照他自...,完结,第16回 ,https://www.dm5.com/manhua-bodongquan-z/
272,宠妻攻略：狼性首席夜夜欢,剧能玩/森鹿 ,https://mhfm9tel.cdndm5.com/46/45078/20180911134714_180x240.jpg,刚刚回国就被霸王硬上弓，一纸契约强行被囚禁在他身边。她...,完结,第50回 ,https://www.dm5.com/manhua-chongqigonglue-langxingshouxiyeyehuan/
273,宠妻攻略：狼性首席夜夜欢,剧能玩/森鹿 ,https://mhfm9tel.cdndm5.com/46/45078/20180911134714_180x240.jpg,刚刚回国就被霸王硬上弓，一纸契约强行被囚禁在他身边。她...,完结,第50回 ,https://www.dm5.com/manhua-chongqigonglue-langxingshouxiyeyehuan/
274,WLOP 2017~2018 作品全集,王凌（wlop）  ,https://mhfm9tel.cdndm5.com/48/47993/20190213210256_180x240_15.jpg,WLOP 2017~2018 作品全集漫画 ，王凌(wlop)作品画面多以女...,完结,第1卷 ,https://www.dm5.com/manhua-wlop-2017-2018-zuopinquanji/
275,李小龙2000,上官小宝 ,https://mhfm2tel.cdndm5.com/4/3454/3454_b.jpg,李小龙2000漫画 ，李小龙复活了,完结,第20回 ,https://www.dm5.com/manhua-lixiaolong-2000/
276,天殛,黄水斌 ,https://mhfm3tel.cdndm5.com/7/6826/20160902111317_180x240_24.jpg,"主角黑雪和「边城浪子」的傅红雪的出身简直是一模一样,身负...",完结,第37回 ,https://www.dm5.com/manhua-tianji/
277,风林火山,郑健和 ,https://mhfm1tel.cdndm5.com/1/288/20150317115459_180x240_36.jpg,白虎刀堂为远东一带享有盛名的名门大派，门下弟子逾千，堂...,完结,第3卷 ,https://www.dm5.com/manhua-fenglinhuoshan/
280,刺客列传,郑问 ,https://mhfm5tel.cdndm5.com/3/2292/2292_b.jpg,此书为郑问的代表作之一。其脚本是根据汉代史学家司马迁所...,完结,第1卷 ,https://www.dm5.com/manhua-cikeliechuan/
281,孙悟空,陈国坚 ,https://mhfm7tel.cdndm5.com/4/3863/3863_b.jpg,孙悟空漫画 ，讲述一个你不知道的孙悟空的故事，从一个全新...,完结,第8回 ,https://www.dm5.com/manhua-sunwukong/
282,魔神传II,郑健和 ,https://mhfm3tel.cdndm5.com/1/690/20150317115210_180x240_27.jpg,"魔神传II漫画 ，在未有文字记载的远古时代,人类与魔族发生...",完结,第5卷 ,https://www.dm5.com/manhua-moshenchuan-ii/
