序号,标题,作者,封面,内容简介,是否完结,最新章节,漫画页地址,百度盘地址,提取码,是否发布
174,岳飞列传,许景琛 ,https://mhfm5tel.cdndm5.com/5/4204/4204_b.jpg,"关于南宋爱国名将岳飞被冤杀的原因,一般都认为是他力主抗金...",完结,第10卷 ,https://www.dm5.com/manhua-yuefeiliechuan/,https://pan.baidu.com/s/1GVfSQx2JcAEV6tEuYTjbkA,ecuu,
175,八仙道,司徒剑桥 ,https://mhfm4tel.cdndm5.com/4/3073/3073_b.jpg,"八仙道漫画 ，《八仙道》是由司徒劍橋編繪,有看港漫的對他...",完结,第98-124卷 ,https://www.dm5.com/manhua-baxiandao/,https://pan.baidu.com/s/1DFM3P95fagCQMx-Zk0MOMQ,vf2u,
176,孔雀明王,叶明发 ,https://mhfm2tel.cdndm5.com/4/3568/3568.jpg,这是历史上一个最黑暗的时代……正邪不分，魔道横行！人类...,完结,第5回 ,https://www.dm5.com/manhua-kongquemingwang/,https://pan.baidu.com/s/1TMWVmNM5oKN2xCfkeqjTtg,4ds4,
177,街霸vs拳皇外传,许景琛 ,https://mhfm9tel.cdndm5.com/6/5639/5639.jpg,虽名为拳皇VS街霸，但实是SNK VS CAPCOM的漫画版，囊括街霸...,完结,第4卷 ,https://www.dm5.com/manhua-jieba-vs-quanhuangwaizhuan/,https://pan.baidu.com/s/1qC2K0Vspp2VXUHMpgzVh4A,97pk,
178,婚色撩人：傅少的独宠,剧能玩/一夜舟 ,https://mhfm3tel.cdndm5.com/48/47160/20190107112910_180x240.jpg,上一世因为太爱傅苏眠的沈微澜葬身火海，还连累未出生的孩...,完结,第50回 ,https://www.dm5.com/manhua-hunseliaoren-fushaodeduchong/,,,
179,新著龙虎门外传,黄玉郎 ,https://mhfm7tel.cdndm5.com/6/5219/5219.jpg,,完结,第1卷 ,https://www.dm5.com/manhua-xinzhulonghumenwaichuan/,https://pan.baidu.com/s/1TIUbYib3t-tT8Hc-uSRPeA,c67p,
180,末世北斗,温日良 ,https://mhfm1tel.cdndm5.com/16/15396/15396_b.jpg,第三次世界大战以后，人类命运由核战及一些已变至强横无匹...,完结,第2回 ,https://www.dm5.com/manhua-moshibeidou/,https://pan.baidu.com/s/1r6H3s7jdqEiEKl2ggTXbtg,pun3,
181,野狼与玛莉,郑健和 ,https://mhfm8tel.cdndm5.com/9/8004/8004.jpg,张建禾不小心杀了自己的好友成俊，害怕坐牢，又怕自己的雏...,完结,第3回 两个只能活一个,https://www.dm5.com/manhua-yelangyumali/,https://pan.baidu.com/s/1m8sgNkgaKRkK3vWeisjQWg,vt1r,
182,医院恐怖故事,爻乂 ,https://mhfm1tel.cdndm5.com/20/19453/20150906162243_180x240_28.jpg,这是一个正在发生的恐怖故事，而你也有可能成为故事里的其...,完结,第1回 ,https://www.dm5.com/manhua-yiyuankongbugushi/,,,
183,天外玄侠,许景琛 ,https://mhfm6tel.cdndm5.com/3/2623/2623_b.jpg,天外玄侠漫画 ，十六年前的峨嵋金顶，混元魔结集血鸦进犯上...,完结,第33卷 ,https://www.dm5.com/manhua-tianwaixuanxia/,,,
184,新著如来神掌,梁伟杰 ,https://mhfm3tel.cdndm5.com/4/3427/3427.jpg,"如来神掌来了,由古惑仔的作者牛佬操刀,时间跳转到清朝光绪...",完结,第8卷 ,https://www.dm5.com/manhua-xinzhurulaishenzhang/,https://pan.baidu.com/s/1zv75APoykHU26UHLMUQ22Q,wwjp,
185,蝙蝠侠,黄玉郎 ,https://mhfm6tel.cdndm5.com/3/2639/20180818150934_180x240_24.jpg,这是香港著名漫画大师黄玉郎的又一短篇大作，他将美国的传...,完结,第3卷 ,https://www.dm5.com/manhua-bianfuxia/,,,
186,老夫子之水虎传,王泽 ,https://mhfm6tel.cdndm5.com/8/7657/7657_b.jpg,老夫子为一名科学家，在家中发明了一部时光机，于是邀请好...,完结,第1卷 ,https://www.dm5.com/manhua-laofuzizhishuihuzhuan/,,,
187,雷火洪步,温日良 ,https://mhfm2tel.cdndm5.com/1/826/826.jpg,香港赤柱监狱发展重建完成，成为南中国最大的最重犯和死囚...,完结,第25卷 ,https://www.dm5.com/manhua-leihuohongbu/,https://pan.baidu.com/s/1RegPaVk5BMOqH442bP2FVw,vut1,
188,武霸三国,永仁 ,https://mhfm4tel.cdndm5.com/6/5543/5543_b.jpg,一部中国历史上充斥着战争，死亡，和屠杀，历经改朝换代的...,完结,第12回 ,https://www.dm5.com/manhua-wubasanguo/,https://pan.baidu.com/s/16L-Pq6Kgl72_e1kDLMCDiA,nxbk,
189,西游战记,永仁 ,https://mhfm4tel.cdndm5.com/7/6577/6577_b.jpg,孙悟空—三大守护圣兽中最被大众传颂者，悟空原来是普提老...,完结,第4回 ,https://www.dm5.com/manhua-xiyouzhanji/,https://pan.baidu.com/s/17Q3ywdX3rGgJ5vWZtvxa0Q,kixg,
190,魔神传I,郑健和 ,https://mhfm9tel.cdndm5.com/1/677/677.jpg,"故事讲述在战国时期,也就是两千三百年前,周室黯弱,各诸侯国...",完结,第3卷 ,https://www.dm5.com/manhua-moshenchuan-i/,https://pan.baidu.com/s/1Tkj43Ipcgf02Eks-fFJ16Q,iudv,
191,天蚕变,建君 ,https://mhfm3tel.cdndm5.com/11/10812/10812_b.jpg,云飞扬来历鲜为人知道，他虽与武当派掌门青松有一段不段不...,完结,第21回 ,https://www.dm5.com/manhua-tiancanbian/,https://pan.baidu.com/s/1OhPzkZau1sMi7GQ2Ba0WUA,hdqz,
192,天下无敌,胡绍权 ,https://mhfm9tel.cdndm5.com/15/14059/14059_b.jpg,天下无敌，胡绍权，武侠格斗。,完结,第16回 最终话,https://www.dm5.com/manhua-tianxiawudi1/,https://pan.baidu.com/s/1skjXajvxWhCLB2rC3kf2wQ,2qax,
193,武神108,温日良 ,https://mhfm4tel.cdndm5.com/7/6792/6792.jpg,2023年，人类没事干就核武射着玩。地球在100年内人口数量少...,完结,第26回 ,https://www.dm5.com/manhua-wushen-108/,https://pan.baidu.com/s/1KzQXGKPuGDgyZwWzHkIUgg,2v48,
194,龙神首部曲,邱福龙 ,https://mhfm2tel.cdndm5.com/4/3425/3425_b.jpg,龙神首部曲漫画 ，公元前某一远古被遗忘了的年份里。一望无...,完结,第4卷 ,https://www.dm5.com/manhua-longshenshoubuqu/,https://pan.baidu.com/s/1MgRBmS2SqYIPqgVcgYMSyA,7djn,
195,非法赛车,余东恩 ,https://mhfm9tel.cdndm5.com/4/3732/20141104160418_180x240_25.jpg,深夜的九龙湾是飞车手最爱流连的地方，皆因喜欢赛车的都喜...,完结,第38回 ,https://www.dm5.com/manhua-feifasaiche/,https://pan.baidu.com/s/1iRJhl6JWEwn5j8uUXCqwXw,uf74,
196,倾国怨伶,游素兰 ,https://mhfm2tel.cdndm5.com/2/1019/1019_b.jpg,远古时，神祗为了支撑天地打造了镇邪七镜，每一面镜子都代...,完结,第4卷 ,https://www.dm5.com/manhua-qingguoyuanling/,,,
197,灵狐高校异闻,神居动漫 ,https://mhfm1tel.cdndm5.com/32/31238/20180719170620_180x240.jpg,一号平行世界“幻方”，本来是个平凡的混沌世界。在由七位...,完结,第26回 鬼娃（2）,https://www.dm5.com/manhua-linghugaoxiaoyiwen/,,,
198,四大名捕,冯志明 ,https://mhfm7tel.cdndm5.com/10/9699/9699.jpg,"人在江湖,把生命都押在刀口上…当今天遇上这柄刀…夺人所爱...",完结,第8回 最终回,https://www.dm5.com/manhua-sidamingbu-2012/,,,
199,天涯明月刀,冯志明 ,https://mhfm6tel.cdndm5.com/4/3496/20141031165315_180x240_21.jpg,天涯明月刀漫画 ，《天涯明月刀》代表着古龙武侠小说创作的...,完结,第8回 ,https://www.dm5.com/manhua-tianyamingyuedao/,,,
200,功夫家族,TY. ,https://mhfm3tel.cdndm5.com/32/31205/20180613120058_180x240.jpg,谁说现代就没有武林？我们就不在江湖中呢？张天昊是武林至...,完结,外传：2 夜空的笑脸,https://www.dm5.com/manhua-gongfujiazu/,,,
201,东英耀扬,胡达泉 ,https://mhfm4tel.cdndm5.com/20/19671/20151013154951_180x240_21.jpg,"中漫版 
图片维度980",完结,第15回 ,https://www.dm5.com/manhua-dongyingyaoyang/,https://pan.baidu.com/s/1LvbQT-ous73YUS6A9R-kdQ,par4,
202,神王2,马荣成 ,https://mhfm8tel.cdndm5.com/12/11274/11274_b.jpg,神王2,完结,第9回 神的时代,https://www.dm5.com/manhua-shenwang-2/,https://pan.baidu.com/s/1EFZJvJuWECFB0QeJccyBFw,wvis,
203,英雄,马荣成 ,https://mhfm2tel.cdndm5.com/5/4963/4963.jpg,"张艺谋拍的第一部武侠片《英雄》大家都看过了吧,漫画版的也...",完结,第2卷 ,https://www.dm5.com/manhua-yingxiong/,https://pan.baidu.com/s/1rypF6H3IZziEk-c4fLsGxQ,dgbi,
204,醉拳王无忌,黄玉郎 ,https://mhfm2tel.cdndm5.com/4/3442/3442_b.jpg,醉拳王无忌漫画 ，「醉拳」创刊于１９８１年，是黄玉郎继「...,完结,第6回 ,https://www.dm5.com/manhua-zuiquanwangwuji/,https://pan.baidu.com/s/1zFi0-Z3yK4BkzRRzRa9RHA,at2d,
205,黑龙,曹志豪 ,https://mhfm3tel.cdndm5.com/5/4600/4600_b.jpg,龙虎三皇独立出故事，大家会想到最近的《王小龙传》。事实...,完结,第11回 ,https://www.dm5.com/manhua-heilong/,,,
206,刺客列传,郑问 ,https://mhfm5tel.cdndm5.com/3/2292/2292_b.jpg,此书为郑问的代表作之一。其脚本是根据汉代史学家司马迁所...,完结,第1卷 ,https://www.dm5.com/manhua-cikeliechuan/,https://pan.baidu.com/s/1WwU9-nndih1UeDMgDEygjA,jisk,
207,卫斯理II,许景琛 ,https://mhfm1tel.cdndm5.com/4/3076/3076.jpg,"蓝道无间是承接共17期《卫斯理Z》的延续故事,熟识的人物包...",完结,第1-6卷 ,https://www.dm5.com/manhua-weisili-ii/,,,
208,少年街霸Ⅱ,许景琛 ,https://mhfm4tel.cdndm5.com/4/3731/3731.jpg,"少年街霸！CAPCOM的超级游戏,现在搬到了漫画上,虽然剧情都...",完结,第1卷 ,https://www.dm5.com/manhua-shaonianjieba/,https://pan.baidu.com/s/1XJnuaI9wCGM1YN5Dw3Qm8g,rhw2,
209,伏与龙,李志清 ,https://mhfm8tel.cdndm5.com/11/10414/10414_b.jpg,"滚滚长江分隔南北，英雄辈出的三国时代， 
决定三分天下之...",完结,第2卷 ,https://www.dm5.com/manhua-fuyulong/,,,
210,龙抬头,袁家宝 ,https://mhfm7tel.cdndm5.com/12/11453/11453_b.jpg,我叫龙战，名字是我大伯在我们五堂兄弟年幼时，拜托一名命...,完结,第8回 真·进化燃烧,https://www.dm5.com/manhua-longtaitou/,https://pan.baidu.com/s/1wdrIsnOmOlCo44ORlvItvg,danu,
211,大佬,毕亦乐 ,https://mhfm3tel.cdndm5.com/5/4822/4822_b.jpg,"大佬漫画 ，又一部江湖漫画,和古惑仔一个类型.",完结,第4回 ,https://www.dm5.com/manhua-dalao/,https://pan.baidu.com/s/1wsx9_ypvJ4Ogh4G4JYJitA,2wha,
212,黄帝传奇,袁家宝 ,https://mhfm5tel.cdndm5.com/6/5348/5348_b.jpg,"编剧：黄易 
总监：祁文杰 
编绘：袁家宝 
黄帝传奇一共...",完结,第1卷 ,https://www.dm5.com/manhua-huangdichuanqi/,https://pan.baidu.com/s/12UJ1hJ8itVNy95hZiZjnlQ,w1eu,
213,风林火山,郑健和 ,https://mhfm1tel.cdndm5.com/1/288/20150317115459_180x240_36.jpg,白虎刀堂为远东一带享有盛名的名门大派，门下弟子逾千，堂...,完结,第3卷 ,https://www.dm5.com/manhua-fenglinhuoshan/,https://pan.baidu.com/s/1Q0q5_TySFuwRu9m2hRYNIw,kd2a,
214,卧虎藏龙,司徒剑桥 ,https://mhfm1tel.cdndm5.com/4/3486/20141031155406_180x240_31.jpg,卧虎藏龙漫画 ，一代大侠李慕白有退出江湖之意，托付红颜知...,完结,第4卷 ,https://www.dm5.com/manhua-wohucanglong/,https://pan.baidu.com/s/1pZY6NcQnFsY_zznS273jBA,mdjq,
215,陈浩南故事,牛杉 ,https://mhfm9tel.cdndm5.com/1/117/117.jpg,古惑仔的番外作品，讲述陈浩南年轻的故事。现在黑社会漫画...,完结,第1卷 ,https://www.dm5.com/manhua-chenhaonangushi/,https://pan.baidu.com/s/1rT4QvBCi_DHfWrHyCgBjWQ,2tm7,
216,天殛阎王,马荣成 ,https://mhfm6tel.cdndm5.com/3/2614/2614_b.jpg,天殛第二部，除了主角所用的兵器是天殛刀，故事及人物皆是...,完结,第8卷 ,https://www.dm5.com/manhua-tianjiyanwang/,,,
217,天国神兵,牛佬 ,https://mhfm8tel.cdndm5.com/9/8095/8095_b.jpg,天国神兵漫画 ，《天国神兵》是一部天马行空，包罗万象，向...,完结,第12回 ,https://www.dm5.com/manhua-tianguoshenbing/,https://pan.baidu.com/s/1Q-1FguwAUrlRnyxNqWsPHw,d2fm,
218,天殛,黄水斌 ,https://mhfm3tel.cdndm5.com/7/6826/20160902111317_180x240_24.jpg,"主角黑雪和「边城浪子」的傅红雪的出身简直是一模一样,身负...",完结,第37回 ,https://www.dm5.com/manhua-tianji/,https://pan.baidu.com/s/1k8R4pP91EQzD8mO6cnV1MA,zje5,
219,宠妻攻略：狼性首席夜夜欢,剧能玩/森鹿 ,https://mhfm9tel.cdndm5.com/46/45078/20180911134714_180x240.jpg,刚刚回国就被霸王硬上弓，一纸契约强行被囚禁在他身边。她...,完结,第50回 ,https://www.dm5.com/manhua-chongqigonglue-langxingshouxiyeyehuan/,,,
220,格斗Ⅲ,袁家宝 ,https://mhfm7tel.cdndm5.com/5/4207/4207.jpg,拳击！是一种运动！他到底会是什么！一种暴力的发泄？！还...,完结,第6回 ,https://www.dm5.com/manhua-gedou/,https://pan.baidu.com/s/1waJSeDNmqMLKfyN8K5sVww,24r3,
221,霹雳狂龙,黄玉郎 ,https://mhfm3tel.cdndm5.com/4/3232/3232.jpg,画一开始介绍“霹雳门”及“修罗道”。大反派“修罗邪神”...,完结,第12卷 ,https://www.dm5.com/manhua-pilikuanglong/,https://pan.baidu.com/s/1j5AWSc0X_2_dBBpUWkldJw,jwk1,
222,沈虎禅大传,叶明发 ,https://mhfm6tel.cdndm5.com/8/7234/20160830151511_180x240_24.jpg,目前為止，把我武侠小说原着改编成电影、电视、电玩、网游...,完结,第12回 ,https://www.dm5.com/manhua-shenhuchandachuan/,https://pan.baidu.com/s/1bLplavXlQ5oIp4ydIs_ysw,yyiv,
223,李小龙2000,上官小宝 ,https://mhfm2tel.cdndm5.com/4/3454/3454_b.jpg,李小龙2000漫画 ，李小龙复活了,完结,第20回 ,https://www.dm5.com/manhua-lixiaolong-2000/,https://pan.baidu.com/s/1QToRdRDNpGLiYWSaWy6nTQ,jiua,
224,绝地天行,郑健和 ,https://mhfm7tel.cdndm5.com/1/547/20150317115339_180x240_18.jpg,"绝地天行漫画 ，本书是讲述绝地和天行两人,本来两人都系监...",完结,第8卷 ,https://www.dm5.com/manhua-jueditianxing/,https://pan.baidu.com/s/1FjiSpI-MiJD9FmmpLLtk5g,4gxs,
225,黑漫画,Dicky Lam ,https://mhfm1tel.cdndm5.com/20/19489/20150911111655_180x240_17.jpg,《黑漫画2嘩鬼大联盟》大家好！好高兴《黑漫画》同大家见面...,完结,第4回 ,https://www.dm5.com/manhua-heimanhua/,https://pan.baidu.com/s/1r6M1E3i4LXkht7zYKfrSHA,rt54,
226,海虎2.5 末世曙光,温日良 ,https://mhfm2tel.cdndm5.com/19/18576/20150608153642_180x240_21.jpg,海虎2.5末世曙光漫画：今晚升起的明月特别怪异…满着温柔和...,完结,第3回 ,https://www.dm5.com/manhua-haihu-2-5-moshishuguang/,https://pan.baidu.com/s/1exgEhq1iUrOZQbpeCmJwzg,d131,
227,怕鱼的男人,李隆杰  ,https://mhfm1tel.cdndm5.com/20/19547/20150918110437_180x240_23.jpg,怕鱼的男人漫画 ，男人与不一样的鱼的故事,完结,第1回 ,https://www.dm5.com/manhua-payudenanren/,,,
228,天界无限2,黄展鸣 ,https://mhfm8tel.cdndm5.com/22/21050/20151125140522_180x240_22.jpg,《天界无限》是一部想象空间无限大的玄幻武侠剧作，书名含...,完结,第40卷 ,https://www.dm5.com/manhua-tianjiemoxian-2/,https://pan.baidu.com/s/1JKJVOrxqokvhmuxHVQEZUw,4na9,
229,天人,司徒剑桥 ,https://mhfm8tel.cdndm5.com/4/3862/3862.jpg,"故事發生於妖獸橫行的2017年,全球正受美國聶庫爾集團侵略,...",完结,第22回 ,https://www.dm5.com/manhua-tianren3862/,https://pan.baidu.com/s/17SA9dkOjiy5F5efFShqNlw,d7th,
230,流星蝴蝶剑,赵汝德 ,https://mhfm9tel.cdndm5.com/5/4066/4066.jpg,杀人王高老大是一个精明强悍却又风情万种的女人，她有四个...,完结,第12卷 ,https://www.dm5.com/manhua-liuxinghudiejian/,https://pan.baidu.com/s/1OWM0t_B811pcXEeKiztWwA,k8pm,
231,我若为皇III,温日良 ,https://mhfm8tel.cdndm5.com/5/4614/4614_b.jpg,"我若为皇III漫画 ，十六年前, 如来舍身救世, 可是核幅射的...",完结,第22回 ,https://www.dm5.com/manhua-woruoweihuang-iii/,https://pan.baidu.com/s/1YVYryKnhq8VBRtIrOqfuLA,p654,
232,X暴族-超武世纪,冯志明 ,https://mhfm6tel.cdndm5.com/4/3796/20141104165341_180x240_24.jpg,X暴族-超武世纪漫画 ，X暴族-超武世纪,完结,第20卷 ,https://www.dm5.com/manhua-x-baozu-chaowushiji/,https://pan.baidu.com/s/1-5RfKCITrV6caYHwTnOFqw,fekf,
233,飞天,温日良 ,https://mhfm8tel.cdndm5.com/5/4206/4206.jpg,蓝天空。二十岁的时候成为北宇宙的统治者，天界最强的武士...,完结,第6回 ,https://www.dm5.com/manhua-feitian/,https://pan.baidu.com/s/1rNyXmYRLKH7-5psVwFyL5g,t3cu,
234,沈胜衣传奇,叶明发 ,https://mhfm3tel.cdndm5.com/15/14241/14241_b.jpg,沈胜衣传奇，黄鹰经典武侠之作改编的漫画，由叶明发主笔，...,完结,第8回 杀手悲歌,https://www.dm5.com/manhua-shenshengyichuanqi/,https://pan.baidu.com/s/1PBKUSgtV_9noUpsyK2bcpQ,9ph7,
235,阴阳客行,张晓松 ,https://mhfm6tel.cdndm5.com/43/42298/20180821115800_180x240.jpg,"纵浪大化中，不喜亦不惧。应尽便须尽，无复独多虑！
一日...",完结,第33回 完结篇（下）,https://www.dm5.com/manhua-yinyangkexing/,https://pan.baidu.com/s/1m4nKMRQidk9My7nvgZP6tQ,qr2g,
236,水浒战魂,叶明发 ,https://mhfm4tel.cdndm5.com/2/1107/1107.jpg,"在东京,除了不是老虎的雷老虎,居然有一个如假包换的豹子头?...",完结,第21回 ,https://www.dm5.com/manhua-shuihuzhanhun/,https://pan.baidu.com/s/14JHm7a4VxTAgxXxhM3u-Uw,hf86,
237,新著中华英雄,温日良 ,https://mhfm8tel.cdndm5.com/16/15175/15175_b.jpg,华英雄，咱们大中华民族举世无双的第一豪杰。发生在他身上...,完结,第2回 ,https://www.dm5.com/manhua-xzzhyx-2014/,https://pan.baidu.com/s/10kyY2R1-CuZjfb1gVlQ-_g,yrds,
238,海虎 The beginning,温日良 ,https://mhfm4tel.cdndm5.com/16/15650/15650_b.jpg,"本漫画为《海虎》漫画美版单行本（The beginning）,将作为...",完结,第1回 ,https://www.dm5.com/manhua-haihu-the-beginning/,,,
239,灭火群龙,黄玉郎 ,https://mhfm8tel.cdndm5.com/4/3750/20141104163152_180x240_23.jpg,"灭火群龙漫画 ，香港现代漫画比较喜欢的内容,火场危险,但人...",完结,第8卷 ,https://www.dm5.com/manhua-miehuoqunlong/,,,
240,马王,永仁 蔡景东 ,https://mhfm1tel.cdndm5.com/13/12993/12993_b.jpg,仇天博士、陆不惊一场由他们的恩怨仇恨所演变出来的赛事刚...,完结,第50回 ,https://www.dm5.com/manhua-mawang/,https://pan.baidu.com/s/1KV6uCtDLrwGWLwdDXkqtiA,kj63,
241,霸刀飞惊斩击,冯志明 ,https://mhfm6tel.cdndm5.com/4/3417/3417_b.jpg,霸刀飞惊斩击漫画 ，香港大漫画家冯志明笔下的霸刀系列最新...,完结,第25卷 ,https://www.dm5.com/manhua-badaofeijingzhanji/,https://pan.baidu.com/s/1lbr6V9sCXCUsS8t1yoSwMA,fxi3,
242,X暴族IV,冯志明 ,https://mhfm7tel.cdndm5.com/4/3072/3072_b.jpg,"X暴族IV漫画 ，在世纪末的舞台上,人类的命运和世界的存亡将...",完结,第16卷 ,https://www.dm5.com/manhua-x-baozu-iv/,,,
243,波动拳Z,司徒剑侨 ,https://mhfm9tel.cdndm5.com/18/17226/20150115153046_180x240_21.jpg,波动拳Z漫画 ，天地初开，混沌洪荒。传说，造物主依照他自...,完结,第16回 ,https://www.dm5.com/manhua-bodongquan-z/,https://pan.baidu.com/s/19WxCRRpkML2jJiKreYhHfg,mbs3,
244,WLOP 2017~2018 作品全集,王凌（wlop）  ,https://mhfm9tel.cdndm5.com/48/47993/20190213210256_180x240_15.jpg,WLOP 2017~2018 作品全集漫画 ，王凌(wlop)作品画面多以女...,完结,第1卷 ,https://www.dm5.com/manhua-wlop-2017-2018-zuopinquanji/,,,
245,猎战,李重豪 ,https://mhfm7tel.cdndm5.com/17/16549/16549_b.jpg,猎战漫画：这是一部新的全黑白、全线稿、原汁原味的港漫特...,完结,第3回 生死局,https://www.dm5.com/manhua-liezhan/,,,
246,赤壁之战,李志清 ,https://mhfm4tel.cdndm5.com/4/3857/3857_b.jpg,东汉建安十三年，孙权、刘备联军在长江赤壁一带，大败曹操...,完结,赤壁之战_上中下 ,https://www.dm5.com/manhua-chibizhizhan/,https://pan.baidu.com/s/1Ow2Wg75V0jIF-F64swKiJA,4yvk,
247,如来魔掌,李高 ,https://mhfm6tel.cdndm5.com/6/5377/5377_b.jpg,如来魔掌漫画 ，据记载佛教创始者释迦牟尼降生于公元前六二...,完结,第12回 ,https://www.dm5.com/manhua-rulaimozhang/,https://pan.baidu.com/s/10fPZlwH0mD5PUNQAvdLHow,mnjt,
248,脱北者,郑健和 ,https://mhfm1tel.cdndm5.com/11/10251/20160824151144_180x240_14.jpg,1.「北国」是一个封闭专权的国度，她与外界唯一联繫就一架...,完结,第3回 飞奔,https://www.dm5.com/manhua-tuobeizhe/,https://pan.baidu.com/s/1fES3JNxhp3YCsN7dvVFknQ,y7zh,
249,神兵科幻记序章,黄玉郎 ,https://mhfm6tel.cdndm5.com/4/3801/3801.jpg,圣盟之主──九千岁，一个活在面具下的強者，今日放下面具...,完结,第4回 ,https://www.dm5.com/manhua-shenbingkehuanjixuzhang/,https://pan.baidu.com/s/10qtKEPuTusiD8MkvwnsefA,dzxf,
250,战虎,许景琛 ,https://mhfm3tel.cdndm5.com/4/3435/3435_b.jpg,战虎漫画 ， 2003年许景琛结束天行社破产后的第一部作品，...,完结,第8回 ,https://www.dm5.com/manhua-zhanhu/,https://pan.baidu.com/s/14PjurMmoHOH5-FHa-R_29A,q3wg,
251,私立学园,吴兆铭 ,https://mhfm2tel.cdndm5.com/6/5581/20141212151027_180x240_23.jpg,私立学园漫画 ，私立学园,完结,第15回 ,https://www.dm5.com/manhua-silixueyuan/,,,
252,江湖大家族,邱瑞新 ,https://mhfm8tel.cdndm5.com/5/4821/4821.jpg,"日本杀手立花正仁行刺山口组头目,得逞后潜逃香港。一向觊觎...",完结,第5回 ,https://www.dm5.com/manhua-jianghudajiazu/,https://pan.baidu.com/s/1UBoMOe2FcQm22fGU78rxvQ,ch42,
253,Dream Hunter-狩梦人-,抖动文化 ,https://mhfm6tel.cdndm5.com/34/33815/20180423140453_180x240_20.jpg,这是一个亦真亦幻的世界，梦境和现实完美的对接。很多东西...,完结,第26回 季终话——忘记你,https://www.dm5.com/manhua-dream-hunter-shoumengren/,,,
254,功夫之王,蔡景东 ,https://mhfm5tel.cdndm5.com/3/2632/2632_b.jpg,功夫之王漫画 ，怎么封面的人物象周星驰啊？这不是星仔拍的...,完结,第12卷 ,https://www.dm5.com/manhua-gongfuzhiwang/,https://pan.baidu.com/s/1i-_qMZmnBX6WVQIGg9NiRA,u7g8,
255,赌王之皇,牛佬 ,https://mhfm9tel.cdndm5.com/6/5733/5733_b.jpg,牛佬总监,完结,第2卷 ,https://www.dm5.com/manhua-duwangzhihuang/,https://pan.baidu.com/s/1EDd1_5MMacxUDrPqtNM5Cw,n7sh,
256,猛鬼馆－鬼狱界,黄玉郎 ,https://mhfm6tel.cdndm5.com/4/3786/3786.jpg,"本漫画是以短篇故事的形式来制作的,所以包含了数部精彩恐怖...",完结,第5回 ,https://www.dm5.com/manhua-mengguiguan-guiyujie/,https://pan.baidu.com/s/1oU2mAu4wWlau_or-ItiZ-w,grjh,
257,横刀夺爱,刘定坚 ,https://mhfm1tel.cdndm5.com/4/3797/3797.jpg,刘定坚经典短篇作品！,完结,第3回 ,https://www.dm5.com/manhua-hengdaoduoai/,https://pan.baidu.com/s/1T7829SWfy6z2de_kxVJPZA,9dh8,
258,狂刀04,海洋二号 ,https://mhfm5tel.cdndm5.com/5/4812/20141107150024_180x240_17.jpg,狂刀04漫画 ，狂刀04,完结,第14回 ,https://www.dm5.com/manhua-kuangdao-04/,https://pan.baidu.com/s/1ifmy2K0PQ-6aJtjSFEHHxg,6cea,
259,魔神传II,郑健和 ,https://mhfm3tel.cdndm5.com/1/690/20150317115210_180x240_27.jpg,"魔神传II漫画 ，在未有文字记载的远古时代,人类与魔族发生...",完结,第5卷 ,https://www.dm5.com/manhua-moshenchuan-ii/,https://pan.baidu.com/s/1Cv-W7XdEraPtNhNkpOkboA,jg4b,
260,霸剑,刘定坚 ,https://mhfm9tel.cdndm5.com/4/3795/3795.jpg,刘定坚经典短篇作品！,完结,第5回 ,https://www.dm5.com/manhua-bajian/,https://pan.baidu.com/s/1ydAdHMMBlHlK75c2QmMj7Q,bgm9,
261,孙悟空,陈国坚 ,https://mhfm7tel.cdndm5.com/4/3863/3863_b.jpg,孙悟空漫画 ，讲述一个你不知道的孙悟空的故事，从一个全新...,完结,第8回 ,https://www.dm5.com/manhua-sunwukong/,https://pan.baidu.com/s/1XkqkvR-FwyByzCLY59H-qA,w84v,
262,几米作品选,几米 ,https://mhfm3tel.cdndm5.com/1/534/534_b.jpg,几米作品，以熟悉的都市感、细致的图画、充满寓意的故事受...,完结,第4回 ,https://www.dm5.com/manhua-jimizuopin/,,,
263,霸刀外传-无敌篇,冯志明 ,https://mhfm4tel.cdndm5.com/4/3484/20141031154105_180x240_37.jpg,霸刀外传-无敌篇漫画 ，《大侠传奇(神州后传)》《霸刀》《...,完结,第12卷 ,https://www.dm5.com/manhua-badaowaichuan-wudipian/,https://pan.baidu.com/s/1MJQnSQRUBYMcdLQNu4QEFw,jjh2,
264,神兵斗者,司徒剑桥 ,https://mhfm7tel.cdndm5.com/20/19286/20150813102147_180x240_21.jpg,当来自两个不同平行空间的孙悟空和齐天大圣碰头，又会擦出...,完结,第4回 ,https://www.dm5.com/manhua-shenbingdouzhe-2015/,https://pan.baidu.com/s/16qSOz8Y824dSikNYRPN0fQ,59y4,
265,天剑绝刀,诸葛 ,https://mhfm7tel.cdndm5.com/4/3466/3466_b.jpg,"天剑绝刀漫画 ，灰暗的天色,飘着蒙蒙细雨,天地间似是弥漫着...",完结,第8回 ,https://www.dm5.com/manhua-tianjianjuedao/,https://pan.baidu.com/s/13jCobHxpDUVvhssn7NIxlA,dgh3,
266,杀手日记,温日良 ,https://mhfm5tel.cdndm5.com/2/1108/1108_b.jpg,杀手日记漫画 ，些人会觉得我杀人完全为钱，我说那些人无知...,完结,第4卷 ,https://www.dm5.com/manhua-shashouriji/,,,
